Культура,Територіальний розріз,2019,2020,2021,2022,2023,Crop,SCOR,Region
Соя,Рівненська,0.8871,0.9562,0.9514,0.9396,0.9442,Соя,0.9357000000000001,Rivnenska oblast
Соя,Сумська,0.9531,0.9304,0.9525,0.9472,0.968,Соя,0.95024,Sumska oblast
Соя,Тернопільська,0.9502,0.9443,0.9839,0.9452,0.9319,Соя,0.9511,Ternopilska oblast
Соя,Харківська,0.8571,0.8382,0.8455,0.7858,0.8326,Соя,0.83184,Kharkivska oblast
Соя,Херсонська,0.9501,0.9646,0.9867,0.6484,,Соя,0.88745,Khersonska oblast
Соя,Хмельницька,1.0,1.0,1.0,1.0,1.0,Соя,1.0,Khmelnytska oblast
Соя,Черкаська,0.9286,0.9309,0.94,0.9466,0.9142,Соя,0.9320600000000001,Cherkaska oblast
Соя,Чернівецька,0.8477,0.8689,0.8776,0.8496,0.8466,Соя,0.85808,Chernivetska oblast
Соя,Чернігівська,0.9413,0.963,0.8969,0.9195,0.939,Соя,0.93194,Chernihivska oblast
Соя,Вінницька,0.3452,0.3516,0.3474,0.3542,0.3368,Соя,0.34704,Vinnytska oblast
Соя,Волинська,0.3666,0.4108,0.4274,0.4141,0.3485,Соя,0.39348,Volynska oblast
Соя,Дніпропетровська,0.3238,0.3301,0.3707,0.3349,0.2729,Соя,0.32648,Dnipropetrovska oblast
Соя,Донецька,,,0.3247,,,Соя,0.3247,Donetska oblast
Соя,Житомирська,0.3238,0.3451,0.3662,0.3256,0.2934,Соя,0.33082,Zhytomyrska oblast
Соя,Закарпатська,0.2596,0.278,0.3922,0.298,0.2858,Соя,0.30272,Zakarpatska oblast
Соя,Запорізька,0.3411,0.3652,0.3814,,,Соя,0.3625666666666667,Zaporizka oblast
Соя,Івано-Франківська,0.3619,0.3587,0.3774,0.3349,0.3193,Соя,0.35044,Ivano-Frankivska oblast
Соя,Київська,0.3251,0.3379,0.3439,0.337,0.3125,Соя,0.33127999999999996,Kyivska oblast
Соя,Кіровоградська,0.3212,0.3606,0.3542,0.3123,0.2602,Соя,0.3217,Kirovohradska oblast
Соя,Луганська,,,,,,Соя,,Luhanska oblast
Соя,Львівська,0.3461,0.3703,0.3689,0.3451,0.3494,Соя,0.35596,Lvivska oblast
Соя,Миколаївська,0.3049,0.3484,0.3166,0.3432,0.5901,Соя,0.38064,Mykolaivska oblast
Соя,Одеська,0.1533,0.2192,0.3552,0.2274,0.2705,Соя,0.24512,Odeska oblast
Соя,Полтавська,0.2998,0.3214,0.3131,0.2584,0.2382,Соя,0.28618,Poltavska oblast
Соя,Рівненська,0.3225,0.315,0.3348,0.3165,0.2705,Соя,0.31185999999999997,Rivnenska oblast
Соя,Сумська,0.3312,0.3354,0.3262,0.3218,0.3206,Соя,0.32704,Sumska oblast
Соя,Тернопільська,0.3579,0.3875,0.3974,0.3815,0.3303,Соя,0.37092,Ternopilska oblast
Соя,Харківська,0.3212,0.3557,0.3451,0.3256,0.2729,Соя,0.32409999999999994,Kharkivska oblast
Соя,Херсонська,0.3346,0.4138,0.3614,0.2525,,Соя,0.34057499999999996,Khersonska oblast
Соя,Хмельницька,0.3251,0.3354,0.3614,0.3256,0.3268,Соя,0.33486000000000005,Khmelnytska oblast
Соя,Черкаська,0.33,0.3596,0.3733,0.3542,0.3035,Соя,0.34412000000000004,Cherkaska oblast
Соя,Чернівецька,0.2963,0.315,0.3199,0.2907,0.2915,Соя,0.30267999999999995,Chernivetska oblast
Соя,Чернігівська,0.3127,0.3301,0.3614,0.3137,0.3003,Соя,0.32364,Chernihivska oblast
Соя,Вінницька,0.3635,0.3652,0.3614,0.3654,0.3537,Соя,0.36184000000000005,Vinnytska oblast
Соя,Волинська,0.3731,0.4252,0.4388,0.4214,0.3579,Соя,0.40327999999999997,Volynska oblast
Соя,Дніпропетровська,0.357,0.3301,0.3724,0.3533,0.2915,Соя,0.34086,Dnipropetrovska oblast
Соя,Донецька,,,0.3348,,,Соя,0.3348,Donetska oblast
Соя,Житомирська,0.3358,0.3634,0.3837,0.3451,0.3193,Соя,0.34946,Zhytomyrska oblast
Соя,Закарпатська,0.2596,0.278,0.3968,0.3192,0.3003,Соя,0.31078,Zakarpatska oblast
Соя,Запорізька,0.339,0.3615,0.375,,,Соя,0.3585,Zaporizka oblast
Соя,Івано-Франківська,0.3643,0.3669,0.4059,0.347,0.3219,Соя,0.3612,Ivano-Frankivska oblast
Соя,Київська,0.339,0.3577,0.3594,0.3567,0.3314,Соя,0.34884,Kyivska oblast
Соя,Кіровоградська,0.3471,0.3841,0.3829,0.347,0.2969,Соя,0.3516,Kirovohradska oblast
Соя,Луганська,,,,,,Соя,,Luhanska oblast
Соя,Львівська,0.3509,0.3775,0.3859,0.3524,0.3594,Соя,0.36522,Lvivska oblast
Соя,Миколаївська,0.3251,0.3652,0.3604,0.3821,0.5901,Соя,0.40458,Mykolaivska oblast
Соя,Одеська,0.1731,0.2293,0.379,0.2354,0.2838,Соя,0.26012,Odeska oblast
Соя,Полтавська,0.3276,0.366,0.3633,0.3062,0.2878,Соя,0.33018000000000003,Poltavska oblast
Соя,Рівненська,0.3518,0.3367,0.3573,0.328,0.2858,Соя,0.33192000000000005,Rivnenska oblast
Соя,Сумська,0.3369,0.3606,0.3509,0.3451,0.3358,Соя,0.34585999999999995,Sumska oblast
Соя,Тернопільська,0.3688,0.3934,0.403,0.3891,0.3485,Соя,0.38056,Ternopilska oblast
Соя,Харківська,0.3432,0.3703,0.3633,0.3676,0.2986,Соя,0.34859999999999997,Kharkivska oblast
Соя,Херсонська,0.3379,0.4067,0.3662,0.3359,,Соя,0.36167499999999997,Khersonska oblast
Соя,Хмельницька,0.3461,0.3567,0.3806,0.3412,0.3419,Соя,0.35330000000000006,Khmelnytska oblast
Соя,Черкаська,0.3442,0.3744,0.4041,0.3758,0.3291,Соя,0.36551999999999996,Cherkaska oblast
Соя,Чернівецька,0.3198,0.3341,0.3362,0.3123,0.3035,Соя,0.32118,Chernivetska oblast
Соя,Чернігівська,0.33,0.3909,0.379,0.3292,0.3153,Соя,0.34888,Chernihivska oblast
Соя,Вінницька,0.0964,0.0983,0.1026,0.0814,0.0815,Соя,0.09204000000000001,Vinnytska oblast
Соя,Волинська,0.0929,0.0915,0.1082,0.0867,0.0899,Соя,0.09384,Volynska oblast
Соя,Дніпропетровська,0.0827,0.0959,0.1076,0.069,0.0792,Соя,0.08688,Dnipropetrovska oblast
Соя,Донецька,,,0.2975,,,Соя,0.2975,Donetska oblast
Соя,Житомирська,0.0801,0.0743,0.068,0.0729,0.0731,Соя,0.07368,Zhytomyrska oblast
Соя,Закарпатська,0.0652,0.065,0.0983,0.0854,0.0941,Соя,0.08159999999999999,Zakarpatska oblast
Соя,Запорізька,0.0739,0.0716,0.0895,,,Соя,0.07833333333333332,Zaporizka oblast
Соя,Івано-Франківська,0.0878,0.0867,0.0962,0.0628,0.0812,Соя,0.08294,Ivano-Frankivska oblast
Соя,Київська,0.0851,0.088,0.088,0.0699,0.0746,Соя,0.08112,Kyivska oblast
Соя,Кіровоградська,0.0914,0.0862,0.0859,0.0769,0.0863,Соя,0.08533999999999999,Kirovohradska oblast
Соя,Луганська,,,,,,Соя,,Luhanska oblast
Соя,Львівська,0.0854,0.086,0.0932,0.0729,0.0774,Соя,0.08298000000000001,Lvivska oblast
Соя,Миколаївська,0.0684,0.0571,0.0909,0.062,0.0807,Соя,0.07182,Mykolaivska oblast
Соя,Одеська,0.098,0.1001,0.0803,0.1356,0.0646,Соя,0.09572,Odeska oblast
Соя,Полтавська,0.0814,0.0874,0.0842,0.0739,0.0785,Соя,0.08108,Poltavska oblast
Соя,Рівненська,0.0822,0.0939,0.1023,0.0887,0.0859,Соя,0.09059999999999999,Rivnenska oblast
Соя,Сумська,0.0836,0.0753,0.083,0.0738,0.0768,Соя,0.07849999999999999,Sumska oblast
Соя,Тернопільська,0.0913,0.0838,0.1014,0.0747,0.0722,Соя,0.08468,Ternopilska oblast
Соя,Харківська,0.0813,0.0868,0.0798,0.0665,0.0693,Соя,0.07674,Kharkivska oblast
Соя,Херсонська,0.0959,0.1068,0.1071,0.0303,,Соя,0.08502499999999999,Khersonska oblast
Соя,Хмельницька,0.0898,0.0947,0.0896,0.0817,0.0825,Соя,0.08766,Khmelnytska oblast
Соя,Черкаська,0.0861,0.0951,0.0961,0.0869,0.0769,Соя,0.08821999999999999,Cherkaska oblast
Соя,Чернівецька,0.0764,0.0816,0.0815,0.0694,0.0851,Соя,0.07880000000000001,Chernivetska oblast
Соя,Чернігівська,0.0836,0.1177,0.0811,0.0762,0.0806,Соя,0.08784,Chernihivska oblast
Соя,Вінницька,0.1015,0.1012,0.1082,0.0858,0.0856,Соя,0.09646,Vinnytska oblast
Соя,Волинська,0.0984,0.0947,0.111,0.089,0.0904,Соя,0.0967,Volynska oblast
Соя,Дніпропетровська,0.0969,0.0952,0.1087,0.077,0.0832,Соя,0.0922,Dnipropetrovska oblast
Соя,Донецька,,,0.2975,,,Соя,0.2975,Donetska oblast
Соя,Житомирська,0.0855,0.0821,0.0729,0.0793,0.0781,Соя,0.07958000000000001,Zhytomyrska oblast
Соя,Закарпатська,0.0655,0.0651,0.0996,0.0871,0.0941,Соя,0.08227999999999999,Zakarpatska oblast
Соя,Запорізька,0.072,0.069,0.0849,,,Соя,0.0753,Zaporizka oblast
Соя,Івано-Франківська,0.0934,0.0888,0.1014,0.0675,0.0814,Соя,0.0865,Ivano-Frankivska oblast
Соя,Київська,0.0893,0.0926,0.0929,0.0761,0.0776,Соя,0.0857,Kyivska oblast
Соя,Кіровоградська,0.0965,0.0928,0.0916,0.0825,0.0892,Соя,0.09052,Kirovohradska oblast
Соя,Луганська,,,,,,Соя,,Luhanska oblast
Соя,Львівська,0.0886,0.088,0.0955,0.0748,0.0777,Соя,0.08492,Lvivska oblast
Соя,Миколаївська,0.0774,0.0688,0.1004,0.0688,0.0862,Соя,0.08032,Mykolaivska oblast
Соя,Одеська,0.099,0.1058,0.0941,0.1379,0.0661,Соя,0.10058,Odeska oblast
Соя,Полтавська,0.0872,0.093,0.0899,0.0807,0.0834,Соя,0.08684,Poltavska oblast
Соя,Рівненська,0.0879,0.1024,0.1082,0.093,0.0883,Соя,0.09596000000000002,Rivnenska oblast
Соя,Сумська,0.0851,0.0773,0.0881,0.077,0.0775,Соя,0.081,Sumska oblast
Соя,Тернопільська,0.0962,0.089,0.1027,0.0773,0.0797,Соя,0.08897999999999999,Ternopilska oblast
Соя,Харківська,0.091,0.0927,0.0903,0.0819,0.0775,Соя,0.08668000000000001,Kharkivska oblast
Соя,Херсонська,0.0968,0.0983,0.1038,0.0716,,Соя,0.092625,Khersonska oblast
Соя,Хмельницька,0.0925,0.098,0.093,0.0844,0.0848,Соя,0.09054,Khmelnytska oblast
Соя,Черкаська,0.0909,0.1005,0.1007,0.0907,0.0804,Соя,0.09264000000000001,Cherkaska oblast
Соя,Чернівецька,0.0831,0.0829,0.0891,0.076,0.0896,Соя,0.08414,Chernivetska oblast
Соя,Чернігівська,0.0868,0.1209,0.0857,0.0798,0.082,Соя,0.09104,Chernihivska oblast
Культури зернові та зернобобові,Вінницька,0.315,0.3228,0.2936,0.3571,0.317,Ячмінь,0.3211,Vinnytska oblast
Культури зернові та зернобобові,Волинська,0.2177,0.2392,0.2442,0.2691,0.2159,Ячмінь,0.23722,Volynska oblast
Культури зернові та зернобобові,Дніпропетровська,0.2874,0.2984,0.2925,0.3113,0.2441,Ячмінь,0.28674,Dnipropetrovska oblast
Культури зернові та зернобобові,Донецька,0.276,0.2618,0.2725,0.1721,0.0934,Ячмінь,0.21516000000000002,Donetska oblast
Культури зернові та зернобобові,Житомирська,0.2539,0.2639,0.2649,0.2707,0.241,Ячмінь,0.25888,Zhytomyrska oblast
Культури зернові та зернобобові,Закарпатська,0.0681,0.0526,0.06,0.0645,0.0316,Ячмінь,0.05536,Zakarpatska oblast
Культури зернові та зернобобові,Запорізька,0.2845,0.2894,0.2932,0.19,0.1095,Ячмінь,0.23331999999999997,Zaporizka oblast
Культури зернові та зернобобові,Івано-Франківська,0.1597,0.1761,0.1708,0.1828,0.1543,Ячмінь,0.16873999999999997,Ivano-Frankivska oblast
Культури зернові та зернобобові,Київська,0.2862,0.2905,0.2979,0.3041,0.2596,Ячмінь,0.28766,Kyivska oblast
Культури зернові та зернобобові,Кіровоградська,0.2862,0.3096,0.2896,0.2958,0.2551,Ячмінь,0.28726,Kirovohradska oblast
Культури зернові та зернобобові,Луганська,0.2455,0.2418,0.2395,0.0201,,Ячмінь,0.18672499999999997,Luhanska oblast
Культури зернові та зернобобові,Львівська,0.2068,0.2284,0.229,0.254,0.2213,Ячмінь,0.2279,Lvivska oblast
Культури зернові та зернобобові,Миколаївська,0.2752,0.2865,0.3043,0.2859,0.2255,Ячмінь,0.27548,Mykolaivska oblast
Культури зернові та зернобобові,Одеська,0.314,0.3061,0.2972,0.303,0.2551,Ячмінь,0.29508,Odeska oblast
Культури зернові та зернобобові,Полтавська,0.2993,0.3039,0.2952,0.2986,0.2525,Ячмінь,0.2899,Poltavska oblast
Культури зернові та зернобобові,Рівненська,0.2087,0.2216,0.2233,0.2152,0.1897,Ячмінь,0.2117,Rivnenska oblast
Культури зернові та зернобобові,Сумська,0.3124,0.3127,0.2982,0.323,0.2734,Ячмінь,0.30394,Sumska oblast
Культури зернові та зернобобові,Тернопільська,0.2756,0.2814,0.2738,0.3062,0.2777,Ячмінь,0.28294,Ternopilska oblast
Культури зернові та зернобобові,Харківська,0.2964,0.2993,0.2951,0.2622,0.2082,Ячмінь,0.27224,Kharkivska oblast
Культури зернові та зернобобові,Херсонська,0.2412,0.2815,0.2569,0.1048,0.0107,Ячмінь,0.17902,Khersonska oblast
Культури зернові та зернобобові,Хмельницька,0.2802,0.3002,0.294,0.308,0.2846,Ячмінь,0.2934,Khmelnytska oblast
Культури зернові та зернобобові,Черкаська,0.2899,0.2926,0.2788,0.3249,0.2743,Ячмінь,0.29209999999999997,Cherkaska oblast
Культури зернові та зернобобові,Чернівецька,0.0946,0.1121,0.1116,0.1332,0.1026,Ячмінь,0.11082,Chernivetska oblast
Культури зернові та зернобобові,Чернігівська,0.3288,0.337,0.3305,0.3141,0.3682,Ячмінь,0.33572,Chernihivska oblast
Культури зернові та зернобобові,Вінницька,0.9892,0.9737,0.9489,1.0,0.9924,Ячмінь,0.9808399999999999,Vinnytska oblast
Культури зернові та зернобобові,Волинська,0.893,0.8791,0.8715,0.9176,0.8939,Ячмінь,0.8910200000000001,Volynska oblast
Культури зернові та зернобобові,Дніпропетровська,0.9528,0.9384,0.9258,0.9612,0.9452,Ячмінь,0.94468,Dnipropetrovska oblast
Культури зернові та зернобобові,Донецька,0.905,0.8933,0.8827,0.8051,0.79,Ячмінь,0.8552199999999999,Donetska oblast
Культури зернові та зернобобові,Житомирська,0.9426,0.9351,0.9137,0.9413,0.9475,Ячмінь,0.93604,Zhytomyrska oblast
Культури зернові та зернобобові,Закарпатська,0.7476,0.6974,0.7321,0.7411,0.6768,Ячмінь,0.7190000000000001,Zakarpatska oblast
Культури зернові та зернобобові,Запорізька,0.9396,0.9293,0.9288,0.8279,0.7839,Ячмінь,0.8818999999999999,Zaporizka oblast
Культури зернові та зернобобові,Івано-Франківська,0.853,0.8375,0.8335,0.8585,0.8579,Ячмінь,0.8480800000000001,Ivano-Frankivska oblast
Культури зернові та зернобобові,Київська,0.9761,0.9624,0.9511,0.989,0.9725,Ячмінь,0.97022,Kyivska oblast
Культури зернові та зернобобові,Кіровоградська,0.9703,0.9486,0.9311,0.9805,0.9737,Ячмінь,0.9608399999999999,Kirovohradska oblast
Культури зернові та зернобобові,Луганська,0.8817,0.872,0.8486,0.5146,,Ячмінь,0.7792250000000001,Luhanska oblast
Культури зернові та зернобобові,Львівська,0.9185,0.9065,0.8907,0.9289,0.9179,Ячмінь,0.9125,Lvivska oblast
Культури зернові та зернобобові,Миколаївська,0.9228,0.9053,0.8977,0.9182,0.9027,Ячмінь,0.90934,Mykolaivska oblast
Культури зернові та зернобобові,Одеська,0.9419,0.92,0.9216,0.9583,0.9525,Ячмінь,0.93886,Odeska oblast
Культури зернові та зернобобові,Полтавська,0.9902,0.9778,0.9599,0.9975,0.9912,Ячмінь,0.98332,Poltavska oblast
Культури зернові та зернобобові,Рівненська,0.8928,0.8855,0.8898,0.9119,0.8889,Ячмінь,0.8937799999999999,Rivnenska oblast
Культури зернові та зернобобові,Сумська,0.9933,0.9878,0.9733,0.9857,0.9786,Ячмінь,0.9837400000000001,Sumska oblast
Культури зернові та зернобобові,Тернопільська,0.9493,0.9305,0.9196,0.9535,0.948,Ячмінь,0.94018,Ternopilska oblast
Культури зернові та зернобобові,Харківська,0.9738,0.9523,0.9321,0.9384,0.935,Ячмінь,0.94632,Kharkivska oblast
Культури зернові та зернобобові,Херсонська,0.9173,0.9037,0.9039,0.7038,0.6363,Ячмінь,0.8130000000000001,Khersonska oblast
Культури зернові та зернобобові,Хмельницька,0.9774,0.9722,0.9452,0.9963,0.975,Ячмінь,0.9732199999999999,Khmelnytska oblast
Культури зернові та зернобобові,Черкаська,0.976,0.9704,0.9474,0.9902,0.986,Ячмінь,0.974,Cherkaska oblast
Культури зернові та зернобобові,Чернівецька,0.8038,0.7657,0.7609,0.8192,0.811,Ячмінь,0.7921199999999999,Chernivetska oblast
Культури зернові та зернобобові,Чернігівська,1.0,1.0,1.0,0.9941,1.0,Ячмінь,0.9988199999999999,Chernihivska oblast
Культури зернові та зернобобові,Вінницька,0.3521,0.3613,0.3276,0.4022,0.3727,Ячмінь,0.36318,Vinnytska oblast
Культури зернові та зернобобові,Волинська,0.3707,0.387,0.3858,0.4191,0.3764,Ячмінь,0.38780000000000003,Volynska oblast
Культури зернові та зернобобові,Дніпропетровська,0.322,0.3394,0.3276,0.3539,0.3118,Ячмінь,0.33094,Dnipropetrovska oblast
Культури зернові та зернобобові,Донецька,0.3483,0.3341,0.3384,0.3106,0.2778,Ячмінь,0.32184,Donetska oblast
Культури зернові та зернобобові,Житомирська,0.3351,0.3389,0.3371,0.3614,0.3394,Ячмінь,0.34237999999999996,Zhytomyrska oblast
Культури зернові та зернобобові,Закарпатська,0.3535,0.3373,0.3422,0.342,0.3199,Ячмінь,0.33898,Zakarpatska oblast
Культури зернові та зернобобові,Запорізька,0.3177,0.3229,0.323,0.3368,0.2913,Ячмінь,0.31833999999999996,Zaporizka oblast
Культури зернові та зернобобові,Івано-Франківська,0.3493,0.3639,0.3525,0.3782,0.3621,Ячмінь,0.3612,Ivano-Frankivska oblast
Культури зернові та зернобобові,Київська,0.3374,0.3404,0.347,0.3592,0.3332,Ячмінь,0.34343999999999997,Kyivska oblast
Культури зернові та зернобобові,Кіровоградська,0.324,0.3507,0.3266,0.3391,0.3146,Ячмінь,0.331,Kirovohradska oblast
Культури зернові та зернобобові,Луганська,0.3346,0.3313,0.3296,0.3117,,Ячмінь,0.3268,Luhanska oblast
Культури зернові та зернобобові,Львівська,0.3304,0.3624,0.3522,0.3799,0.3655,Ячмінь,0.35808,Lvivska oblast
Культури зернові та зернобобові,Миколаївська,0.3233,0.3368,0.3481,0.352,0.3069,Ячмінь,0.33341999999999994,Mykolaivska oblast
Культури зернові та зернобобові,Одеська,0.3346,0.3352,0.3132,0.3253,0.2901,Ячмінь,0.31967999999999996,Odeska oblast
Культури зернові та зернобобові,Полтавська,0.3226,0.329,0.3185,0.3313,0.2995,Ячмінь,0.32017999999999996,Poltavska oblast
Культури зернові та зернобобові,Рівненська,0.3488,0.3678,0.3485,0.3636,0.3673,Ячмінь,0.35919999999999996,Rivnenska oblast
Культури зернові та зернобобові,Сумська,0.3548,0.3524,0.3344,0.382,0.342,Ячмінь,0.35312,Sumska oblast
Культури зернові та зернобобові,Тернопільська,0.3655,0.3702,0.36,0.4019,0.3874,Ячмінь,0.37699999999999995,Ternopilska oblast
Культури зернові та зернобобові,Харківська,0.322,0.3284,0.3197,0.3313,0.3017,Ячмінь,0.32062,Kharkivska oblast
Культури зернові та зернобобові,Херсонська,0.306,0.3399,0.3101,0.3095,0.2517,Ячмінь,0.30344,Khersonska oblast
Культури зернові та зернобобові,Хмельницька,0.3401,0.3558,0.3454,0.3731,0.3645,Ячмінь,0.35578,Khmelnytska oblast
Культури зернові та зернобобові,Черкаська,0.3396,0.3414,0.3261,0.3816,0.3387,Ячмінь,0.34548,Cherkaska oblast
Культури зернові та зернобобові,Чернівецька,0.306,0.3438,0.333,0.358,0.342,Ячмінь,0.33655999999999997,Chernivetska oblast
Культури зернові та зернобобові,Чернігівська,0.3565,0.3646,0.3543,0.363,0.4145,Ячмінь,0.37058,Chernihivska oblast
Культури зернові та зернобобові,Вінницька,0.3561,0.3632,0.3344,0.4047,0.38,Ячмінь,0.36768,Vinnytska oblast
Культури зернові та зернобобові,Волинська,0.3732,0.3912,0.3876,0.4224,0.3812,Ячмінь,0.39111999999999997,Volynska oblast
Культури зернові та зернобобові,Дніпропетровська,0.3273,0.3429,0.3296,0.3603,0.3173,Ячмінь,0.33548,Dnipropetrovska oblast
Культури зернові та зернобобові,Донецька,0.3535,0.3414,0.3446,0.3353,0.2937,Ячмінь,0.3337,Donetska oblast
Культури зернові та зернобобові,Житомирська,0.3423,0.3466,0.3422,0.3717,0.3469,Ячмінь,0.34994000000000003,Zhytomyrska oblast
Культури зернові та зернобобові,Закарпатська,0.3591,0.3383,0.3466,0.3448,0.3224,Ячмінь,0.34224,Zakarpatska oblast
Культури зернові та зернобобові,Запорізька,0.3226,0.326,0.3261,0.3468,0.2984,Ячмінь,0.32398000000000005,Zaporizka oblast
Культури зернові та зернобобові,Івано-Франківська,0.3521,0.3661,0.355,0.3795,0.3621,Ячмінь,0.36296,Ivano-Frankivska oblast
Культури зернові та зернобобові,Київська,0.3417,0.3438,0.3492,0.3667,0.3407,Ячмінь,0.34842,Kyivska oblast
Культури зернові та зернобобові,Кіровоградська,0.3285,0.3554,0.3311,0.3462,0.3224,Ячмінь,0.33672,Kirovohradska oblast
Культури зернові та зернобобові,Луганська,0.3374,0.3341,0.3311,0.3271,,Ячмінь,0.33242499999999997,Luhanska oblast
Культури зернові та зернобобові,Львівська,0.3334,0.3643,0.357,0.3829,0.37,Ячмінь,0.36151999999999995,Lvivska oblast
Культури зернові та зернобобові,Миколаївська,0.3291,0.3404,0.3522,0.3636,0.3173,Ячмінь,0.34052,Mykolaivska oblast
Культури зернові та зернобобові,Одеська,0.3401,0.3352,0.3208,0.3361,0.3038,Ячмінь,0.32720000000000005,Odeska oblast
Культури зернові та зернобобові,Полтавська,0.3279,0.3341,0.3224,0.3398,0.3099,Ячмінь,0.32682,Poltavska oblast
Культури зернові та зернобобові,Рівненська,0.3535,0.3709,0.3518,0.3672,0.3727,Ячмінь,0.36322,Rivnenska oblast
Культури зернові та зернобобові,Сумська,0.3565,0.3541,0.3357,0.3869,0.3457,Ячмінь,0.35578000000000004,Sumska oblast
Культури зернові та зернобобові,Тернопільська,0.3671,0.3719,0.3619,0.405,0.3958,Ячмінь,0.38034,Ternopilska oblast
Культури зернові та зернобобові,Харківська,0.3266,0.3335,0.3251,0.3475,0.3128,Ячмінь,0.3291,Kharkivska oblast
Культури зернові та зернобобові,Херсонська,0.3185,0.3503,0.3197,0.3345,0.27,Ячмінь,0.3186,Khersonska oblast
Культури зернові та зернобобові,Хмельницька,0.3423,0.3578,0.3477,0.3764,0.3664,Ячмінь,0.35812000000000005,Khmelnytska oblast
Культури зернові та зернобобові,Черкаська,0.3428,0.3429,0.3296,0.3873,0.3445,Ячмінь,0.34941999999999995,Cherkaska oblast
Культури зернові та зернобобові,Чернівецька,0.3109,0.3476,0.3392,0.3636,0.3469,Ячмінь,0.34164,Chernivetska oblast
Культури зернові та зернобобові,Чернігівська,0.3599,0.3692,0.357,0.3697,0.4177,Ячмінь,0.3747,Chernihivska oblast
Культури зернові та зернобобові,Вінницька,0.0287,0.0281,0.0208,0.0478,0.0351,Ячмінь,0.032100000000000004,Vinnytska oblast
Культури зернові та зернобобові,Волинська,0.0419,0.0374,0.0394,0.0614,0.0399,Ячмінь,0.044,Volynska oblast
Культури зернові та зернобобові,Дніпропетровська,0.0096,0.0118,0.0097,0.0283,0.0182,Ячмінь,0.01552,Dnipropetrovska oblast
Культури зернові та зернобобові,Донецька,0.0056,0.0063,0.0045,0.0109,0.0092,Ячмінь,0.007300000000000001,Donetska oblast
Культури зернові та зернобобові,Житомирська,0.0278,0.0271,0.0225,0.0414,0.0346,Ячмінь,0.030679999999999995,Zhytomyrska oblast
Культури зернові та зернобобові,Закарпатська,0.0463,0.0269,0.0544,0.0536,0.0159,Ячмінь,0.03942,Zakarpatska oblast
Культури зернові та зернобобові,Запорізька,0.0038,0.0049,0.0088,0.0194,0.0052,Ячмінь,0.00842,Zaporizka oblast
Культури зернові та зернобобові,Івано-Франківська,0.0413,0.0382,0.0423,0.0559,0.0489,Ячмінь,0.04532,Ivano-Frankivska oblast
Культури зернові та зернобобові,Київська,0.0294,0.0283,0.0304,0.0475,0.0345,Ячмінь,0.03402,Kyivska oblast
Культури зернові та зернобобові,Кіровоградська,0.0192,0.0165,0.0131,0.0373,0.0275,Ячмінь,0.022719999999999997,Kirovohradska oblast
Культури зернові та зернобобові,Луганська,0.0034,0.0049,0.0008,0.0,,Ячмінь,0.002275,Luhanska oblast
Культури зернові та зернобобові,Львівська,0.0394,0.046,0.0398,0.0541,0.0441,Ячмінь,0.044680000000000004,Lvivska oblast
Культури зернові та зернобобові,Миколаївська,0.003,0.0024,0.0014,0.0212,0.0072,Ячмінь,0.00704,Mykolaivska oblast
Культури зернові та зернобобові,Одеська,0.0,0.0,0.0,0.0199,0.0081,Ячмінь,0.0056,Odeska oblast
Культури зернові та зернобобові,Полтавська,0.0218,0.0232,0.0207,0.0403,0.03,Ячмінь,0.027200000000000002,Poltavska oblast
Культури зернові та зернобобові,Рівненська,0.0339,0.0406,0.0405,0.058,0.0482,Ячмінь,0.044239999999999995,Rivnenska oblast
Культури зернові та зернобобові,Сумська,0.0341,0.0369,0.0361,0.0478,0.0349,Ячмінь,0.03796000000000001,Sumska oblast
Культури зернові та зернобобові,Тернопільська,0.0365,0.0324,0.0341,0.0504,0.0409,Ячмінь,0.03885999999999999,Ternopilska oblast
Культури зернові та зернобобові,Харківська,0.0151,0.0128,0.0077,0.0305,0.0263,Ячмінь,0.01848,Kharkivska oblast
Культури зернові та зернобобові,Херсонська,0.0078,0.0047,0.0083,0.0055,0.0,Ячмінь,0.005259999999999999,Khersonska oblast
Культури зернові та зернобобові,Хмельницька,0.0354,0.0371,0.0286,0.0571,0.0391,Ячмінь,0.03946,Khmelnytska oblast
Культури зернові та зернобобові,Черкаська,0.0286,0.0322,0.0273,0.0489,0.0365,Ячмінь,0.0347,Cherkaska oblast
Культури зернові та зернобобові,Чернівецька,0.0303,0.026,0.0263,0.0538,0.0451,Ячмінь,0.036300000000000006,Chernivetska oblast
Культури зернові та зернобобові,Чернігівська,0.0295,0.0371,0.0452,0.0469,0.034,Ячмінь,0.03854,Chernihivska oblast
Культури зернові та зернобобові,Вінницька,0.0329,0.0307,0.0257,0.0502,0.0388,Ячмінь,0.035660000000000004,Vinnytska oblast
Культури зернові та зернобобові,Волинська,0.0476,0.0413,0.0413,0.0637,0.0425,Ячмінь,0.04728,Volynska oblast
Культури зернові та зернобобові,Дніпропетровська,0.0138,0.0149,0.0122,0.0322,0.0204,Ячмінь,0.0187,Dnipropetrovska oblast
Культури зернові та зернобобові,Донецька,0.0081,0.0095,0.0073,0.0204,0.0125,Ячмінь,0.01156,Donetska oblast
Культури зернові та зернобобові,Житомирська,0.0344,0.0343,0.0266,0.0486,0.0388,Ячмінь,0.03654,Zhytomyrska oblast
